node1,node2,combined_score,citation,citation_source
IRAK1,IRF3,0.707,PMC9854651,pmcid
IRAK1,RELA,0.956,PMC9854651,pmcid
IRAK1,TLR4,0.999,PMC9854651,pmcid
IRAK1,TRAF6,0.999,PMC9854651,pmcid
IRF3,TICAM1,0.98,PMC9854651,pmcid
IRF3,TLR3,0.96,PMC9854651,pmcid
IRF3,MRE11A,0.914,PMC9854651,pmcid
IRF3,TBK1,0.999,PMC9854651,pmcid
IRF3,PTPN11,0.919,PMC9854651,pmcid
IRF3,XRCC6,0.926,PMC9854651,pmcid
IRF3,JUN,0.999,PMC9854651,pmcid
IRF3,TLR4,0.918,PMC9854651,pmcid
IRF3,IRF4,0.918,PMC9854651,pmcid
IRF3,TANK,0.92,PMC9854651,pmcid
IRF3,RELA,0.989,PMC9854651,pmcid
IRF3,SMARCA4,0.905,PMC9854651,pmcid
IRF3,TRAF6,0.834,PMC9854651,pmcid
IRF4,MCL1,0.936,PMC9854651,pmcid
IRF4,JUN,0.997,PMC9854651,pmcid
IRF4,MYC,0.765,PMC9854651,pmcid
IRF4,PIK3R1,0.911,PMC9854651,pmcid
IRF4,SMARCA4,0.919,PMC9854651,pmcid
IRF4,RELA,0.938,PMC9854651,pmcid
IRS1,MAPK1,0.96,PMC9854651,pmcid
IRS1,TSC2,0.749,PMC9854651,pmcid
IRS1,KRAS,0.956,PMC9854651,pmcid
IRS1,RHEB,0.722,PMC9854651,pmcid
IRS1,KDR,0.713,PMC9854651,pmcid
IRS1,PIK3CA,0.999,PMC9854651,pmcid
IRS1,NTRK2,0.895,PMC9854651,pmcid
IRS1,JUN,0.7,PMC9854651,pmcid
IRS1,USP7,0.765,PMC9854651,pmcid
IRS1,PTEN,0.844,PMC9854651,pmcid
IRS1,YWHAZ,0.916,PMC9854651,pmcid
IRS1,NRAS,0.93,PMC9854651,pmcid
IRS1,SOS1,0.94,PMC9854651,pmcid
IRS1,LCK,0.945,PMC9854651,pmcid
IRS1,PTPN1,0.988,PMC9854651,pmcid
IRS1,RAD51,0.991,PMC9854651,pmcid
IRS1,MTOR,0.994,PMC9854651,pmcid
IRS1,PTPN11,0.999,PMC9854651,pmcid
IRS1,JAK2,0.999,PMC9854651,pmcid
IRS1,PIK3R1,0.999,PMC9854651,pmcid
JAK2,TNFRSF1A,0.913,PMC9854651,pmcid
JAK2,MAPK1,0.929,PMC9854651,pmcid
JAK2,NFKBIA,0.968,PMC9854651,pmcid
JAK2,NFKB1,0.946,PMC9854651,pmcid
JAK2,KITLG,0.944,PMC9854651,pmcid
JAK2,RAF1,0.744,PMC9854651,pmcid
JAK2,KRAS,0.965,PMC9854651,pmcid
JAK2,KDR,0.866,PMC9854651,pmcid
JAK2,PIK3CA,0.967,PMC9854651,pmcid
JAK2,KIT,0.965,PMC9854651,pmcid
JAK2,PRKACA,0.909,PMC9854651,pmcid
JAK2,LCK,0.916,PMC9854651,pmcid
JAK2,PTPN11,0.999,PMC9854651,pmcid
JAK2,SH2B3,0.989,PMC9854651,pmcid
JAK2,NRAS,0.965,PMC9854651,pmcid
JAK2,RAP1A,0.922,PMC9854651,pmcid
JAK2,PTPN1,0.997,PMC9854651,pmcid
JAK2,PTEN,0.74,PMC9854651,pmcid
JAK2,KSR1,0.916,PMC9854651,pmcid
JAK2,YWHAZ,0.929,PMC9854651,pmcid
JAK2,SOS1,0.93,PMC9854651,pmcid
JAK2,RELA,0.935,PMC9854651,pmcid
JAK2,STAT4,0.983,PMC9854651,pmcid
JAK2,PIK3R1,0.984,PMC9854651,pmcid
JUN,KEAP1,0.703,PMC9854651,pmcid
JUN,MAPK1,0.995,PMC9854651,pmcid
JUN,NFKBIA,0.981,PMC9854651,pmcid
JUN,MSH2,0.924,PMC9854651,pmcid
JUN,KRAS,0.761,PMC9854651,pmcid
JUN,TP53,0.94,PMC9854651,pmcid
JUN,REL,0.782,PMC9854651,pmcid
JUN,MAP2K1,0.806,PMC9854651,pmcid
JUN,PRKACA,0.824,PMC9854651,pmcid
JUN,MTOR,0.709,PMC9854651,pmcid
JUN,TLR4,0.716,PMC9854651,pmcid
JUN,PTEN,0.731,PMC9854651,pmcid
JUN,NR5A1,0.789,PMC9854651,pmcid
JUN,SNAI2,0.811,PMC9854651,pmcid
JUN,TRAF6,0.821,PMC9854651,pmcid
JUN,SMARCA4,0.966,PMC9854651,pmcid
JUN,STAT4,0.967,PMC9854651,pmcid
JUN,VEGFA,0.972,PMC9854651,pmcid
JUN,RELA,0.991,PMC9854651,pmcid
JUN,MYC,0.993,PMC9854651,pmcid
KAT5,POLE2,0.903,PMC9854651,pmcid
KAT5,MDM2,0.998,PMC9854651,pmcid
KAT5,PALB2,0.703,PMC9854651,pmcid
KAT5,PIAS4,0.729,PMC9854651,pmcid
KAT5,NBN,0.782,PMC9854651,pmcid
KAT5,TP53,0.999,PMC9854651,pmcid
KAT5,SLX4,0.918,PMC9854651,pmcid
KAT5,WRN,0.758,PMC9854651,pmcid
KAT5,RUVBL1,0.999,PMC9854651,pmcid
KAT5,POLE,0.916,PMC9854651,pmcid
KAT5,MRE11A,0.776,PMC9854651,pmcid
KAT5,RAD52,0.751,PMC9854651,pmcid
KAT5,RAD50,0.787,PMC9854651,pmcid
KAT5,RELA,0.788,PMC9854651,pmcid
KAT5,SMARCA4,0.806,PMC9854651,pmcid
KAT5,XRCC6,0.815,PMC9854651,pmcid
KAT5,RAD51,0.86,PMC9854651,pmcid
KAT5,TP53BP1,0.861,PMC9854651,pmcid
KAT5,MDC1,0.903,PMC9854651,pmcid
KAT5,POLE4,0.903,PMC9854651,pmcid
KAT5,USP7,0.904,PMC9854651,pmcid
KAT5,POLE3,0.905,PMC9854651,pmcid
KAT5,RTEL1,0.915,PMC9854651,pmcid
KAT5,POLH,0.919,PMC9854651,pmcid
KAT5,PCNA,0.925,PMC9854651,pmcid
KAT5,MYC,0.999,PMC9854651,pmcid
KDR,KITLG,0.832,PMC9854651,pmcid
KDR,KRAS,0.754,PMC9854651,pmcid
KDR,PTPRC,0.75,PMC9854651,pmcid
KDR,NKX2-5,0.802,PMC9854651,pmcid
KDR,PTPN1,0.85,PMC9854651,pmcid
KDR,PRKACA,0.902,PMC9854651,pmcid
KDR,SOS1,0.917,PMC9854651,pmcid
KDR,PIK3R1,0.951,PMC9854651,pmcid
KDR,PIK3CA,0.976,PMC9854651,pmcid
KDR,PTPN11,0.986,PMC9854651,pmcid
KDR,NRP2,0.997,PMC9854651,pmcid
KDR,PECAM1,0.998,PMC9854651,pmcid
KDR,VEGFA,0.999,PMC9854651,pmcid
KDR,NRP1,0.999,PMC9854651,pmcid
KEAP1,NEDD8,0.726,PMC9854651,pmcid
KEAP1,TP53,0.783,PMC9854651,pmcid
KEAP1,MYO7A,0.784,PMC9854651,pmcid
KEAP1,MTOR,0.836,PMC9854651,pmcid
KEAP1,SKP1,0.874,PMC9854651,pmcid
KEAP1,RELA,0.887,PMC9854651,pmcid
KEAP1,MCM3,0.918,PMC9854651,pmcid
KEAP1,PALB2,0.998,PMC9854651,pmcid
KEAP1,RBX1,0.999,PMC9854651,pmcid
KIR3DL1,PTPN11,0.912,PMC9854651,pmcid
KIT,KITLG,0.999,PMC9854651,pmcid
KIT,KRAS,0.969,PMC9854651,pmcid
KIT,PIK3CA,0.977,PMC9854651,pmcid
KIT,TP53,0.792,PMC9854651,pmcid
KIT,MC1R,0.764,PMC9854651,pmcid
KIT,LCK,0.778,PMC9854651,pmcid
KIT,MITF,0.792,PMC9854651,pmcid
KIT,PECAM1,0.796,PMC9854651,pmcid
KIT,PTPRC,0.883,PMC9854651,pmcid
KIT,VEGFA,0.902,PMC9854651,pmcid
KIT,SOS1,0.919,PMC9854651,pmcid
KIT,SNAI2,0.954,PMC9854651,pmcid
KIT,NRAS,0.978,PMC9854651,pmcid
KIT,PTPN11,0.99,PMC9854651,pmcid
KIT,PIK3R1,0.997,PMC9854651,pmcid
KIT,SH2B3,0.998,PMC9854651,pmcid
KITLG,MCM5,0.9,PMC9854651,pmcid
KITLG,ORC6,0.9,PMC9854651,pmcid
KITLG,LCK,0.776,PMC9854651,pmcid
KITLG,MCM4,0.9,PMC9854651,pmcid
KITLG,ORC3,0.9,PMC9854651,pmcid
KITLG,ORC1,0.9,PMC9854651,pmcid
KITLG,ORC5,0.9,PMC9854651,pmcid
KITLG,ORC2,0.9,PMC9854651,pmcid
KITLG,MCM2,0.9,PMC9854651,pmcid
KITLG,ORC4,0.9,PMC9854651,pmcid
KITLG,MCM7,0.9,PMC9854651,pmcid
KITLG,MCM6,0.905,PMC9854651,pmcid
KITLG,SOS1,0.908,PMC9854651,pmcid
KITLG,MCM3,0.91,PMC9854651,pmcid
KITLG,PIK3CA,0.916,PMC9854651,pmcid
KITLG,SKP1,0.919,PMC9854651,pmcid
KITLG,SH2B3,0.927,PMC9854651,pmcid
KITLG,SNAI2,0.93,PMC9854651,pmcid
KITLG,NRAS,0.935,PMC9854651,pmcid
KITLG,KRAS,0.935,PMC9854651,pmcid
KITLG,PIK3R1,0.937,PMC9854651,pmcid
KITLG,PTPN11,0.937,PMC9854651,pmcid
KMT2A,RUVBL1,0.924,PMC9854651,pmcid
KMT2A,MEN1,0.999,PMC9854651,pmcid
KMT2A,NSD1,0.752,PMC9854651,pmcid
KRAS,MAPK1,0.989,PMC9854651,pmcid
KRAS,NFKB1,0.761,PMC9854651,pmcid
KRAS,MLH1,0.772,PMC9854651,pmcid
KRAS,RAF1,0.999,PMC9854651,pmcid
KRAS,VEGFA,0.712,PMC9854651,pmcid
KRAS,PEBP1,0.713,PMC9854651,pmcid
KRAS,STK11,0.789,PMC9854651,pmcid
KRAS,MYC,0.813,PMC9854651,pmcid
KRAS,MTOR,0.854,PMC9854651,pmcid
KRAS,RELA,0.865,PMC9854651,pmcid
KRAS,KSR1,0.903,PMC9854651,pmcid
KRAS,TP53,0.919,PMC9854651,pmcid
KRAS,PTEN,0.921,PMC9854651,pmcid
KRAS,SPRED1,0.944,PMC9854651,pmcid
KRAS,NTRK2,0.944,PMC9854651,pmcid
KRAS,LCK,0.945,PMC9854651,pmcid
KRAS,YWHAZ,0.945,PMC9854651,pmcid
KRAS,PHB,0.954,PMC9854651,pmcid
KRAS,PIK3R1,0.959,PMC9854651,pmcid
KRAS,RASA1,0.98,PMC9854651,pmcid
KRAS,NRAS,0.984,PMC9854651,pmcid
KRAS,MAP2K1,0.988,PMC9854651,pmcid
KRAS,PTPN11,0.988,PMC9854651,pmcid
KRAS,SHOC2,0.99,PMC9854651,pmcid
KRAS,NF1,0.994,PMC9854651,pmcid
KRAS,RALGDS,0.997,PMC9854651,pmcid
KRAS,SOS1,0.998,PMC9854651,pmcid
KRAS,PIK3CA,0.999,PMC9854651,pmcid
KRT14,KRT5,0.994,PMC9854651,pmcid
KRT5,TP53,0.711,PMC9854651,pmcid
KRT5,TP63,0.789,PMC9854651,pmcid
KSR1,MAPK1,0.984,PMC9854651,pmcid
KSR1,RAF1,0.984,PMC9854651,pmcid
KSR1,PEBP1,0.756,PMC9854651,pmcid
KSR1,MAP2K1,0.999,PMC9854651,pmcid
KSR1,SHOC2,0.754,PMC9854651,pmcid
KSR1,NRAS,0.863,PMC9854651,pmcid
KSR1,YWHAZ,0.95,PMC9854651,pmcid
KSR1,PHB,0.909,PMC9854651,pmcid
LCK,MAPK1,0.977,PMC9854651,pmcid
LCK,NFKBIA,0.964,PMC9854651,pmcid
LCK,NFKB1,0.927,PMC9854651,pmcid
LCK,PIK3CA,0.975,PMC9854651,pmcid
LCK,RASA1,0.954,PMC9854651,pmcid
LCK,MAP2K1,0.933,PMC9854651,pmcid
LCK,PDCD1,0.775,PMC9854651,pmcid
LCK,TRAF6,0.871,PMC9854651,pmcid
LCK,RELA,0.93,PMC9854651,pmcid
LCK,SOS1,0.934,PMC9854651,pmcid
LCK,NRAS,0.938,PMC9854651,pmcid
LCK,PTPN11,0.946,PMC9854651,pmcid
LCK,PECAM1,0.948,PMC9854651,pmcid
LCK,PIK3R1,0.984,PMC9854651,pmcid
LCK,PTPN22,0.996,PMC9854651,pmcid
LCK,PTPRC,0.999,PMC9854651,pmcid
LSM14A,PATL1,0.937,PMC9854651,pmcid
LSM14A,PABPC1,0.889,PMC9854651,pmcid
LYST,NID1,0.736,PMC9854651,pmcid
LYST,RAB27A,0.746,PMC9854651,pmcid
MAP2K1,MAPK1,0.998,PMC9854651,pmcid
MAP2K1,NFKB1,0.77,PMC9854651,pmcid
MAP2K1,RAF1,0.998,PMC9854651,pmcid
MAP2K1,PEBP1,0.961,PMC9854651,pmcid
MAP2K1,PIK3CA,0.974,PMC9854651,pmcid
MAP2K1,NF1,0.719,PMC9854651,pmcid
MAP2K1,SHOC2,0.735,PMC9854651,pmcid
MAP2K1,RAP1A,0.773,PMC9854651,pmcid
MAP2K1,MYC,0.812,PMC9854651,pmcid
MAP2K1,PTEN,0.86,PMC9854651,pmcid
MAP2K1,PRKACA,0.865,PMC9854651,pmcid
MAP2K1,PIK3R1,0.944,PMC9854651,pmcid
MAP2K1,YWHAZ,0.956,PMC9854651,pmcid
MAP2K1,SOS1,0.976,PMC9854651,pmcid
MAP2K1,NRAS,0.981,PMC9854651,pmcid
MAP2K1,PTPN11,0.982,PMC9854651,pmcid
MAPK1,PTEN,0.759,PMC9854651,pmcid
MAPK1,TBC1D7,0.8,PMC9854651,pmcid
MAPK1,PRKACA,0.867,PMC9854651,pmcid
MAPK1,TSC1,0.921,PMC9854651,pmcid
MAPK1,TERT,0.924,PMC9854651,pmcid
MAPK1,PRKAR1A,0.933,PMC9854651,pmcid
MAPK1,RAP1A,0.935,PMC9854651,pmcid
MAPK1,MITF,0.942,PMC9854651,pmcid
MAPK1,RELA,0.944,PMC9854651,pmcid
MAPK1,NFKB1,0.945,PMC9854651,pmcid
MAPK1,RASA1,0.947,PMC9854651,pmcid
MAPK1,NFKBIA,0.949,PMC9854651,pmcid
MAPK1,YWHAZ,0.95,PMC9854651,pmcid
MAPK1,TSC2,0.967,PMC9854651,pmcid
MAPK1,PEBP1,0.967,PMC9854651,pmcid
MAPK1,SOS1,0.97,PMC9854651,pmcid
MAPK1,PTPN11,0.976,PMC9854651,pmcid
MAPK1,NRAS,0.977,PMC9854651,pmcid
MAPK1,MYC,0.984,PMC9854651,pmcid
MAPK1,RAF1,0.989,PMC9854651,pmcid
MAPK1,TP53,0.991,PMC9854651,pmcid
MC1R,TYR,0.867,PMC9854651,pmcid
MC1R,MITF,0.862,PMC9854651,pmcid
MC1R,SLC45A2,0.8,PMC9854651,pmcid
MC1R,SLC24A5,0.807,PMC9854651,pmcid
MC1R,OCA2,0.89,PMC9854651,pmcid
MC1R,PTEN,0.937,PMC9854651,pmcid
MC1R,TYRP1,0.855,PMC9854651,pmcid
MC1R,POMC,0.998,PMC9854651,pmcid
MC2R,STAR,0.752,PMC9854651,pmcid
MC2R,POMC,0.998,PMC9854651,pmcid
MC2R,MRAP,0.998,PMC9854651,pmcid
MC4R,MRAP,0.76,PMC9854651,pmcid
MC4R,POMC,0.999,PMC9854651,pmcid
MCL1,SKP1,0.703,PMC9854651,pmcid
MCL1,MDM2,0.755,PMC9854651,pmcid
MCL1,TP53,0.995,PMC9854651,pmcid
MCL1,USP9X,0.98,PMC9854651,pmcid
MCL1,TRAF6,0.744,PMC9854651,pmcid
MCL1,MYC,0.776,PMC9854651,pmcid
MCL1,XIAP,0.863,PMC9854651,pmcid
MCL1,PIK3R1,0.934,PMC9854651,pmcid
MCM10,MCM5,0.994,PMC9854651,pmcid
MCM10,POLE2,0.995,PMC9854651,pmcid
MCM10,ORC6,0.932,PMC9854651,pmcid
MCM10,ORC2,0.996,PMC9854651,pmcid
MCM10,ORC3,0.962,PMC9854651,pmcid
MCM10,MCM4,0.999,PMC9854651,pmcid
MCM10,MCM6,0.999,PMC9854651,pmcid
MCM10,MCM2,0.999,PMC9854651,pmcid
MCM10,POLA2,0.982,PMC9854651,pmcid
MCM10,ORC5,0.94,PMC9854651,pmcid
MCM10,MCM7,0.999,PMC9854651,pmcid
MCM10,POLE,0.979,PMC9854651,pmcid
MCM10,PRIM1,0.987,PMC9854651,pmcid
MCM10,MCMBP,0.721,PMC9854651,pmcid
MCM10,WDHD1,0.999,PMC9854651,pmcid
MCM10,ORC1,0.981,PMC9854651,pmcid
MCM10,RPA2,0.759,PMC9854651,pmcid
MCM10,POLE3,0.949,PMC9854651,pmcid
MCM10,POLA1,0.995,PMC9854651,pmcid
MCM10,PCNA,0.824,PMC9854651,pmcid
MCM10,RAD51,0.878,PMC9854651,pmcid
MCM10,POLE4,0.917,PMC9854651,pmcid
MCM10,ORC4,0.965,PMC9854651,pmcid
MCM10,PRIM2,0.975,PMC9854651,pmcid
MCM10,RECQL4,0.996,PMC9854651,pmcid
MCM10,MCM3,0.997,PMC9854651,pmcid
MCM2,MCM5,0.999,PMC9854651,pmcid
MCM2,POLE2,0.998,PMC9854651,pmcid
MCM2,ORC6,0.997,PMC9854651,pmcid
MCM2,OBFC1,0.737,PMC9854651,pmcid
MCM2,MSH2,0.946,PMC9854651,pmcid
MCM2,ORC2,0.999,PMC9854651,pmcid
MCM2,MSH6,0.792,PMC9854651,pmcid
MCM2,ORC3,0.996,PMC9854651,pmcid
MCM2,MCM4,0.999,PMC9854651,pmcid
MCM2,MCM6,0.999,PMC9854651,pmcid
MCM2,TP53BP1,0.775,PMC9854651,pmcid
MCM2,RAD52,0.78,PMC9854651,pmcid
MCM2,POLE4,0.934,PMC9854651,pmcid
MCM2,RAD51,0.942,PMC9854651,pmcid
MCM2,RECQL4,0.973,PMC9854651,pmcid
MCM2,POLE3,0.976,PMC9854651,pmcid
MCM2,PCNA,0.981,PMC9854651,pmcid
MCM2,PRIM2,0.992,PMC9854651,pmcid
MCM2,MCMBP,0.994,PMC9854651,pmcid
MCM2,PRIM1,0.997,PMC9854651,pmcid
MCM2,POLA2,0.997,PMC9854651,pmcid
MCM2,POLE,0.998,PMC9854651,pmcid
MCM2,RPA2,0.998,PMC9854651,pmcid
MCM2,POLA1,0.998,PMC9854651,pmcid
MCM2,MCM7,0.999,PMC9854651,pmcid
MCM2,WDHD1,0.999,PMC9854651,pmcid
MCM2,MCM3,0.999,PMC9854651,pmcid
MCM2,ORC4,0.999,PMC9854651,pmcid
MCM2,ORC5,0.999,PMC9854651,pmcid
MCM2,ORC1,0.999,PMC9854651,pmcid
MCM3,MCM5,0.999,PMC9854651,pmcid
MCM3,POLE2,0.998,PMC9854651,pmcid
MCM3,ORC6,0.989,PMC9854651,pmcid
MCM3,OBFC1,0.832,PMC9854651,pmcid
MCM3,MSH2,0.928,PMC9854651,pmcid
MCM3,ORC2,0.999,PMC9854651,pmcid
MCM3,MSH6,0.836,PMC9854651,pmcid
MCM3,ORC3,0.997,PMC9854651,pmcid
MCM3,MCM4,0.999,PMC9854651,pmcid
MCM3,MCM6,0.999,PMC9854651,pmcid
MCM3,POLA2,0.996,PMC9854651,pmcid
MCM3,ORC5,0.999,PMC9854651,pmcid
MCM3,WRN,0.712,PMC9854651,pmcid
MCM3,MCM7,0.999,PMC9854651,pmcid
MCM3,TERT,0.758,PMC9854651,pmcid
MCM3,POLE,0.997,PMC9854651,pmcid
MCM3,PRIM1,0.997,PMC9854651,pmcid
MCM3,MCMBP,0.999,PMC9854651,pmcid
MCM3,WDHD1,0.998,PMC9854651,pmcid
MCM3,ORC1,0.998,PMC9854651,pmcid
MCM3,RPA2,0.981,PMC9854651,pmcid
MCM3,POLE3,0.972,PMC9854651,pmcid
MCM3,POLA1,0.998,PMC9854651,pmcid
MCM3,PCNA,0.996,PMC9854651,pmcid
MCM3,TP53BP1,0.773,PMC9854651,pmcid
MCM3,RAD51,0.856,PMC9854651,pmcid
MCM3,POLE4,0.919,PMC9854651,pmcid
MCM3,ORC4,0.999,PMC9854651,pmcid
MCM3,RECQL4,0.824,PMC9854651,pmcid
MCM3,PRIM2,0.991,PMC9854651,pmcid
MCM4,MCM5,0.999,PMC9854651,pmcid
MCM4,POLE2,0.999,PMC9854651,pmcid
MCM4,ORC6,0.998,PMC9854651,pmcid
MCM4,OBFC1,0.745,PMC9854651,pmcid
MCM4,MSH2,0.923,PMC9854651,pmcid
MCM4,ORC2,0.999,PMC9854651,pmcid
MCM4,MSH6,0.914,PMC9854651,pmcid
MCM4,ORC3,0.999,PMC9854651,pmcid
MCM4,RECQL4,0.81,PMC9854651,pmcid
MCM4,RAD51,0.85,PMC9854651,pmcid
MCM4,POLE4,0.926,PMC9854651,pmcid
MCM4,POLE3,0.976,PMC9854651,pmcid
MCM4,PCNA,0.986,PMC9854651,pmcid
MCM4,RPA2,0.99,PMC9854651,pmcid
MCM4,PRIM2,0.992,PMC9854651,pmcid
MCM4,POLA2,0.997,PMC9854651,pmcid
MCM4,PRIM1,0.997,PMC9854651,pmcid
MCM4,POLA1,0.998,PMC9854651,pmcid
MCM4,POLE,0.998,PMC9854651,pmcid
MCM4,ORC1,0.999,PMC9854651,pmcid
MCM4,ORC5,0.999,PMC9854651,pmcid
MCM4,MCMBP,0.999,PMC9854651,pmcid
MCM4,MCM6,0.999,PMC9854651,pmcid
MCM4,ORC4,0.999,PMC9854651,pmcid
MCM4,WDHD1,0.999,PMC9854651,pmcid
MCM4,MCM7,0.999,PMC9854651,pmcid
MCM5,RAD51,0.748,PMC9854651,pmcid
MCM5,PHB,0.754,PMC9854651,pmcid
MCM5,OBFC1,0.775,PMC9854651,pmcid
MCM5,WRN,0.794,PMC9854651,pmcid
MCM5,RECQL4,0.877,PMC9854651,pmcid
MCM5,MSH6,0.888,PMC9854651,pmcid
MCM5,MSH2,0.919,PMC9854651,pmcid
MCM5,POLE4,0.922,PMC9854651,pmcid
MCM5,POLE3,0.976,PMC9854651,pmcid
MCM5,PCNA,0.978,PMC9854651,pmcid
MCM5,PRIM2,0.991,PMC9854651,pmcid
MCM5,RPA2,0.992,PMC9854651,pmcid
MCM5,POLA1,0.995,PMC9854651,pmcid
MCM5,POLA2,0.996,PMC9854651,pmcid
MCM5,PRIM1,0.996,PMC9854651,pmcid
MCM5,POLE2,0.998,PMC9854651,pmcid
MCM5,ORC6,0.998,PMC9854651,pmcid
MCM5,ORC4,0.998,PMC9854651,pmcid
MCM5,WDHD1,0.998,PMC9854651,pmcid
MCM5,POLE,0.998,PMC9854651,pmcid
MCM5,ORC2,0.999,PMC9854651,pmcid
MCM5,ORC5,0.999,PMC9854651,pmcid
MCM5,MCMBP,0.999,PMC9854651,pmcid
MCM5,ORC1,0.999,PMC9854651,pmcid
MCM5,ORC3,0.999,PMC9854651,pmcid
MCM5,MCM6,0.999,PMC9854651,pmcid
MCM5,MCM7,0.999,PMC9854651,pmcid
MCM6,POLE2,0.997,PMC9854651,pmcid
MCM6,ORC6,0.991,PMC9854651,pmcid
MCM6,MSH2,0.825,PMC9854651,pmcid
MCM6,ORC2,0.998,PMC9854651,pmcid
MCM6,MSH6,0.786,PMC9854651,pmcid
MCM6,ORC3,0.987,PMC9854651,pmcid
MCM6,RECQL4,0.71,PMC9854651,pmcid
MCM6,RAD51,0.783,PMC9854651,pmcid
MCM6,RPA2,0.892,PMC9854651,pmcid
MCM6,POLE4,0.917,PMC9854651,pmcid
MCM6,POLE3,0.974,PMC9854651,pmcid
MCM6,PRIM2,0.98,PMC9854651,pmcid
MCM6,PCNA,0.987,PMC9854651,pmcid
MCM6,POLA2,0.993,PMC9854651,pmcid
MCM6,MCMBP,0.994,PMC9854651,pmcid
MCM6,POLE,0.995,PMC9854651,pmcid
MCM6,ORC5,0.995,PMC9854651,pmcid
MCM6,PRIM1,0.996,PMC9854651,pmcid
MCM6,POLA1,0.996,PMC9854651,pmcid
MCM6,WDHD1,0.998,PMC9854651,pmcid
MCM6,ORC4,0.998,PMC9854651,pmcid
MCM6,MCM7,0.999,PMC9854651,pmcid
MCM6,ORC1,0.999,PMC9854651,pmcid
MCM7,POLE2,0.997,PMC9854651,pmcid
MCM7,ORC6,0.998,PMC9854651,pmcid
MCM7,OBFC1,0.804,PMC9854651,pmcid
MCM7,MSH2,0.95,PMC9854651,pmcid
MCM7,ORC2,0.999,PMC9854651,pmcid
MCM7,MSH6,0.877,PMC9854651,pmcid
MCM7,ORC3,0.999,PMC9854651,pmcid
MCM7,POLA2,0.996,PMC9854651,pmcid
MCM7,ORC5,0.999,PMC9854651,pmcid
MCM7,PHB,0.754,PMC9854651,pmcid
MCM7,MYC,0.805,PMC9854651,pmcid
MCM7,RECQL4,0.821,PMC9854651,pmcid
MCM7,RAD51,0.87,PMC9854651,pmcid
MCM7,POLE4,0.917,PMC9854651,pmcid
MCM7,RPA2,0.947,PMC9854651,pmcid
MCM7,POLE3,0.977,PMC9854651,pmcid
MCM7,PCNA,0.982,PMC9854651,pmcid
MCM7,PRIM2,0.991,PMC9854651,pmcid
MCM7,PRIM1,0.995,PMC9854651,pmcid
MCM7,POLA1,0.995,PMC9854651,pmcid
MCM7,POLE,0.998,PMC9854651,pmcid
MCM7,ORC4,0.999,PMC9854651,pmcid
MCM7,WDHD1,0.999,PMC9854651,pmcid
MCM7,ORC1,0.999,PMC9854651,pmcid
MCM7,MCMBP,0.999,PMC9854651,pmcid
MCMBP,ORC2,0.87,PMC9854651,pmcid
MCMBP,ORC3,0.75,PMC9854651,pmcid
MCMBP,POLA2,0.898,PMC9854651,pmcid
MCMBP,ORC5,0.719,PMC9854651,pmcid
MCMBP,USP7,0.819,PMC9854651,pmcid
MCMBP,PRIM1,0.891,PMC9854651,pmcid
MCMBP,PRIM2,0.887,PMC9854651,pmcid
MCMBP,POLA1,0.9,PMC9854651,pmcid
MCMBP,WDHD1,0.903,PMC9854651,pmcid
MDC1,PIAS4,0.841,PMC9854651,pmcid
MDC1,NBN,0.999,PMC9854651,pmcid
MDC1,TP53,0.914,PMC9854651,pmcid
MDC1,WRN,0.815,PMC9854651,pmcid
MDC1,WRAP53,0.759,PMC9854651,pmcid
MDC1,MRE11A,0.993,PMC9854651,pmcid
MDC1,RAD52,0.85,PMC9854651,pmcid
MDC1,XRCC6,0.886,PMC9854651,pmcid
MDC1,RECQL4,0.758,PMC9854651,pmcid
MDC1,SMARCA4,0.821,PMC9854651,pmcid
MDC1,RAD51,0.922,PMC9854651,pmcid
MDC1,RAD50,0.993,PMC9854651,pmcid
MDC1,TP53BP1,0.999,PMC9854651,pmcid
MDM2,NEDD8,0.954,PMC9854651,pmcid
MDM2,UBE2M,0.724,PMC9854651,pmcid
MDM2,XRCC6,0.757,PMC9854651,pmcid
MDM2,SKP2,0.761,PMC9854651,pmcid
MDM2,TERT,0.766,PMC9854651,pmcid
MDM2,UBE2E2,0.816,PMC9854651,pmcid
MDM2,MYC,0.829,PMC9854651,pmcid
MDM2,XIAP,0.891,PMC9854651,pmcid
MDM2,SNAI2,0.915,PMC9854651,pmcid
MDM2,RPA2,0.915,PMC9854651,pmcid
MDM2,UBE2D3,0.962,PMC9854651,pmcid
MDM2,PTEN,0.977,PMC9854651,pmcid
MDM2,TP63,0.996,PMC9854651,pmcid
MDM2,USP7,0.999,PMC9854651,pmcid
MDM2,UBE2D1,0.999,PMC9854651,pmcid
MDM2,TP53,0.999,PMC9854651,pmcid
MEN1,TP53,0.826,PMC9854651,pmcid
MEN1,RELA,0.736,PMC9854651,pmcid
MEN1,PRKAR1A,0.761,PMC9854651,pmcid
MEN1,MYC,0.803,PMC9854651,pmcid
MITF,TYR,0.93,PMC9854651,pmcid
MITF,NRAS,0.702,PMC9854651,pmcid
MITF,SLC45A2,0.723,PMC9854651,pmcid
MITF,PAX3,0.772,PMC9854651,pmcid
MITF,SOX10,0.847,PMC9854651,pmcid
MITF,TYRP1,0.905,PMC9854651,pmcid
MITF,SMARCA4,0.923,PMC9854651,pmcid
