gene,supporting_layers,n_edge_bearing_layers,is_raghunath_enzyme_class_token,omim_disease_flag,omim_disease_names,omim_phenotype_class,massspec_detected_flag,massspec_a375_lfq,massspec_fm55_lfq,bajpai_hit_flag,bajpai_castle_effect,bajpai_q_value,bajpai_direction,bajpai_orphan_hit,citation,citation_source
BACH2,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
B2M,DArcy_STRING,1,False,False,,,True,30559.0,54701.666666666664,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ATP6V1H,Reactome,1,False,False,,,True,95898.0,73444.16666666667,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ATP6V1G1,Reactome,1,False,False,,,True,207753.33333333337,182938.33333333337,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
EIF5,DArcy_STRING,1,False,False,,,True,437708.3333333333,489640.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EPG5,STRING_ours,1,False,True,Vici syndrome,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
EPRS1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
NEDD4,DArcy_STRING,1,False,False,,,True,116265.33333333331,90129.83333333331,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NARS1,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
NARS,DArcy_STRING,1,False,False,,,True,797930.0,650458.3333333334,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MYRIP,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
MYO7A,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MYC,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MTOR,DArcy_STRING,1,False,False,,,True,68596.83333333333,58143.666666666664,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MSH3,DArcy_STRING,1,False,False,,,True,67175.33333333333,67620.16666666667,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MRE11A,DArcy_STRING,1,False,False,,,True,64907.666666666664,47134.666666666664,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MPZL1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MOV10,Reactome,1,False,False,,,True,59304.5,55441.166666666664,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
MNAT1,DArcy_STRING,1,False,False,,,True,18091.933333333334,12607.7,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MMPs,Raghunath,1,True,False,,,False,,,False,,,,,HGNC:GG:891,hgnc_gene_group
MDM2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MDC1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MCMBP,DArcy_STRING,1,False,False,,,True,112656.66666666669,84315.83333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MCM7,DArcy_STRING,1,False,False,,,True,431118.3333333333,321556.6666666667,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MCM6,DArcy_STRING,1,False,False,,,True,375286.6666666667,308238.3333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MCM3,DArcy_STRING,1,False,False,,,True,296083.3333333333,228443.33333333337,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MCM10,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
MC5R,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
MC3R,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
MARS1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
MARK3,Reactome,1,False,False,,,True,19410.833333333332,14078.416666666666,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
LSM14A,DArcy_STRING,1,False,False,,,True,74951.66666666667,32743.166666666668,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
LRMDA,STRING_ours,1,False,True,"Oculocutaneous albinism, type 7",Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
LPP,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,True,28325.5,34542.166666666664,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
LIG1,Reactome,1,False,False,,,True,175175.0,96963.16666666669,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
LCK,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
LARS1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
NCSTN,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NEDD8,DArcy_STRING,1,False,False,,,True,151446.66666666666,215811.66666666663,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ABCC9,STRING_ours,1,False,True,Hypertrichotic osteochondrodysplasia / Cantu syndrome,Hyperpigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
NEK6,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
PIKFYVE,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PIK3R1,DArcy_STRING,1,False,False,,,True,50655.5,46371.666666666664,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PIAS4,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PHB,DArcy_STRING,1,False,False,,,True,106947.5,51580.833333333336,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PECAM1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PEBP1,DArcy_STRING,1,False,False,,,True,241463.33333333337,332101.6666666667,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PDCD1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PCNA,DArcy_STRING,1,False,False,,,True,1136898.3333333333,1299058.3333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PATL1,DArcy_STRING,1,False,False,,,True,89578.16666666667,66683.16666666667,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PARP12,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
PABPC1,DArcy_STRING,1,False,False,,,True,990753.3333333334,907610.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ORC6,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ORC5,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ORC4,DArcy_STRING,1,False,False,,,True,58617.0,66917.33333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ORC3,DArcy_STRING,1,False,False,,,True,15164.5,14509.166666666666,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ORC2,DArcy_STRING,1,False,False,,,True,149021.83333333334,85151.83333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ORC1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
OBFC1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NTRK2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NRROS,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
NRP2,DArcy_STRING,1,False,False,,,True,5564.716666666667,12054.016666666668,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NRP1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NR5A1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NPHP4,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NOP58,DArcy_STRING,1,False,False,,,True,42792.5,30114.166666666668,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NOP56,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NKX2-5,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NHP2L1,DArcy_STRING,1,False,False,,,True,156041.66666666666,101778.66666666669,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
NFKBIA,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
KSR1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
KIR3DL1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EXO1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GTF2H1,DArcy_STRING,1,False,False,,,True,25933.0,27868.666666666668,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GTF2E1,DArcy_STRING,1,False,False,,,True,82129.16666666667,69090.5,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GTF2B,DArcy_STRING,1,False,False,,,True,59837.666666666664,65019.833333333336,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GRIA2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GPR29,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GP1BA,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GNPTG,STRING_ours,1,False,True,"Xeroderma pigmentosum, variant type",Mixed,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
GNB1,DArcy_STRING,1,False,False,,,True,268504.0,331425.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GMPR,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
GINS4,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GINS2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GINS1,DArcy_STRING,1,False,False,,,True,56964.5,32795.5,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GAGE2A,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
GAB2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FRS2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FOXP1,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
FOXD3,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
FLT4,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FLT1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FGF9,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FGF2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FDX1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FBXW7,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FBL,DArcy_STRING,1,False,False,,,True,41900.0,22539.666666666668,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FAP,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
FANCM,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FANCL,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FANCG,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FANCF,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
FAN1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GTF2E2,DArcy_STRING,1,False,False,,,True,49567.833333333336,46399.666666666664,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GTF2H2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
KEAP1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GTF2H3,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
KDR,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
KCNK12,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
KAT5,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
KARS1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
JAK2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ITGA2,Reactome,1,False,False,,,True,74161.5,65445.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
IRS1,DArcy_STRING,1,False,False,,,True,20732.666666666668,6146.166666666667,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
INSR,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
IL2RG,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
IL2RB,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
IL2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
IL1RAPL1,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
IL17RA,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
IL15,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
IL12RB1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
IKZF4,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
IKBKB,DArcy_STRING,1,False,False,,,True,43203.5,37356.833333333336,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
IGF1R,DArcy_STRING,1,False,False,,,True,12688.0,24444.166666666668,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ID1,Reactome,1,False,False,,,True,10994.183333333334,7540.733333333334,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
IARS1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
HUNK,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
HSPG2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
HLA-DMB,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
HINT1,Reactome,1,False,False,,,True,453883.3333333333,666488.3333333334,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
HDAC1,Reactome,1,False,False,,,True,359933.3333333333,280320.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
H2AFX,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GXYLT2,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
GTF2H5,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
GTF2H4,DArcy_STRING,1,False,False,,,True,1643.0333333333335,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ZNF354A,STRING_ours,1,False,True,Vogt-Koyanagi-Harada disease,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
GPER1,hormone_bridge,1,,,,,,,,,,,,,"NB13 hormone layer; melanocyte_cis_eGene; GPER expressed in primary melanocytes by RNAseq/qRT-PCR (Natale 2016, PMID 27115344)",Zhang2018 (PMID 30333196) + verified literature (nb13_bridge_citations.csv)
ESR2,hormone_bridge,1,,,,,,,,,,,,,"NB13 hormone layer; absent_from_Zhang_supp_tables; ERβ protein in ~90% of epidermal melanocytes by IHC (Spałkowska 2021, PMID 34833446)",Zhang2018 (PMID 30333196) + verified literature (nb13_bridge_citations.csv)
AR,hormone_bridge,1,,,,,,,,,,,,,"NB13 hormone layer; absent_from_Zhang_supp_tables; AR expressed+functional in GENITAL melanocytes (Tadokoro 1997, PMID 9326383); not shown general-epidermal",Zhang2018 (PMID 30333196) + verified literature (nb13_bridge_citations.csv)
